Frequency(GHz),length of patch in mm,width of patch in mm,length of substrate in mm,width of Substrate in mm,Area of Slots(mm^2),Radius of Circular Slot(mm),S11(dB)
4.460000038,27,38,65,65,58.2656,4,-4.314102172
4.465000153,27,38,65,65,58.2656,4,-4.457445528
4.46999979,27,38,65,65,58.2656,4,-4.612381241
4.474999905,27,38,65,65,58.2656,4,-4.780010512
4.480000019,27,38,65,65,58.2656,4,-4.961508153
4.485000134,27,38,65,65,58.2656,4,-5.158132158
4.489999771,27,38,65,65,58.2656,4,-5.371237244
4.494999886,27,38,65,65,58.2656,4,-5.602290796
4.5,27,38,65,65,58.2656,4,-5.852894123
4.505000114,27,38,65,65,58.2656,4,-6.124809915
4.510000229,27,38,65,65,58.2656,4,-6.419987512
4.514999866,27,38,65,65,58.2656,4,-6.740613429
4.519999981,27,38,65,65,58.2656,4,-7.089158672
4.525000095,27,38,65,65,58.2656,4,-7.468443896
4.53000021,27,38,65,65,58.2656,4,-7.881731601
4.534999847,27,38,65,65,58.2656,4,-8.332834506
4.539999962,27,38,65,65,58.2656,4,-8.826271707
4.545000076,27,38,65,65,58.2656,4,-9.367467065
4.550000191,27,38,65,65,58.2656,4,-9.963035838
4.554999828,27,38,65,65,58.2656,4,-10.62117419
4.559999943,27,38,65,65,58.2656,4,-11.35223296
4.565000057,27,38,65,65,58.2656,4,-12.16954538
4.570000172,27,38,65,65,58.2656,4,-13.09072524
4.574999809,27,38,65,65,58.2656,4,-14.13966577
4.579999924,27,38,65,65,58.2656,4,-15.34987318
4.585000038,27,38,65,65,58.2656,4,-16.77011917
4.590000153,27,38,65,65,58.2656,4,-18.47449111
4.59499979,27,38,65,65,58.2656,4,-20.58009973
4.599999905,27,38,65,65,58.2656,4,-23.27100029
4.605000019,27,38,65,65,58.2656,4,-26.73399111
4.610000134,27,38,65,65,58.2656,4,-29.95806535
4.614999771,27,38,65,65,58.2656,4,-28.59328669
4.619999886,27,38,65,65,58.2656,4,-24.90183941
4.625,27,38,65,65,58.2656,4,-21.83960912
4.630000114,27,38,65,65,58.2656,4,-19.4740813
4.635000229,27,38,65,65,58.2656,4,-17.59189806
4.639999866,27,38,65,65,58.2656,4,-16.04521548
4.644999981,27,38,65,65,58.2656,4,-14.74138694
4.650000095,27,38,65,65,58.2656,4,-13.62069893
4.65500021,27,38,65,65,58.2656,4,-12.64297561
4.659999847,27,38,65,65,58.2656,4,-11.78007152
4.664999962,27,38,65,65,58.2656,4,-11.0115673
4.670000076,27,38,65,65,58.2656,4,-10.32219142
4.675000191,27,38,65,65,58.2656,4,-9.700234139
4.679999828,27,38,65,65,58.2656,4,-9.136507986
4.684999943,27,38,65,65,58.2656,4,-8.623662062
4.690000057,27,38,65,65,58.2656,4,-8.155715537
4.695000172,27,38,65,65,58.2656,4,-7.727719087
4.699999809,27,38,65,65,58.2656,4,-7.335525066
4.704999924,27,38,65,65,58.2656,4,-6.975602174
4.710000038,27,38,65,65,58.2656,4,-6.644917402
4.715000153,27,38,65,65,58.2656,4,-6.340828262
4.71999979,27,38,65,65,58.2656,4,-6.061009129
4.724999905,27,38,65,65,58.2656,4,-5.803397509
4.730000019,27,38,65,65,58.2656,4,-5.566139931
4.735000134,27,38,65,65,58.2656,4,-5.347559061
4.739999771,27,38,65,65,58.2656,4,-5.146135329
4.744999886,27,38,65,65,58.2656,4,-4.96046957
4.75,27,38,65,65,58.2656,4,-4.789269144
4.755000114,27,38,65,65,58.2656,4,-4.631341434
4.760000229,27,38,65,65,58.2656,4,-4.485577879
4.764999866,27,38,65,65,58.2656,4,-4.35094377
4.769999981,27,38,65,65,58.2656,4,-4.226477705
4.775000095,27,38,65,65,58.2656,4,-4.111280063
4.78000021,27,38,65,65,58.2656,4,-4.004520157
4.784999847,27,38,65,65,58.2656,4,-3.905421742
4.789999962,27,38,65,65,58.2656,4,-3.813274495
4.795000076,27,38,65,65,58.2656,4,-3.7274258
4.800000191,27,38,65,65,58.2656,4,-3.647278175
4.804999828,27,38,65,65,58.2656,4,-3.572300312
4.809999943,27,38,65,65,58.2656,4,-3.502015003
4.815000057,27,38,65,65,58.2656,4,-3.436004142
4.820000172,27,38,65,65,58.2656,4,-3.373908958
4.824999809,27,38,65,65,58.2656,4,-3.315425325
4.829999924,27,38,65,65,58.2656,4,-3.260304221
4.835000038,27,38,65,65,58.2656,4,-3.208348242
4.840000153,27,38,65,65,58.2656,4,-3.159411299
4.84499979,27,38,65,65,58.2656,4,-3.113386884
4.849999905,27,38,65,65,58.2656,4,-3.070213263
4.855000019,27,38,65,65,58.2656,4,-3.029862632
4.860000134,27,38,65,65,58.2656,4,-2.992338049
4.864999771,27,38,65,65,58.2656,4,-2.957665096
4.869999886,27,38,65,65,58.2656,4,-2.925891683
4.875,27,38,65,65,58.2656,4,-2.897072425
4.880000114,27,38,65,65,58.2656,4,-2.871274987
4.885000229,27,38,65,65,58.2656,4,-2.848566391
4.889999866,27,38,65,65,58.2656,4,-2.829003611
4.894999981,27,38,65,65,58.2656,4,-2.812639803
4.900000095,27,38,65,65,58.2656,4,-2.799510995
4.90500021,27,38,65,65,58.2656,4,-2.789633356
4.909999847,27,38,65,65,58.2656,4,-2.782994204
4.914999962,27,38,65,65,58.2656,4,-2.77956341
4.920000076,27,38,65,65,58.2656,4,-2.779271295
4.925000191,27,38,65,65,58.2656,4,-2.782019228
4.929999828,27,38,65,65,58.2656,4,-2.787670589
4.934999943,27,38,65,65,58.2656,4,-2.796054877
4.940000057,27,38,65,65,58.2656,4,-2.806964904
4.945000172,27,38,65,65,58.2656,4,-2.820153221
4.949999809,27,38,65,65,58.2656,4,-2.835339693
4.954999924,27,38,65,65,58.2656,4,-2.852208367
4.960000038,27,38,65,65,58.2656,4,-2.870412253
4.965000153,27,38,65,65,58.2656,4,-2.889578378
4.96999979,27,38,65,65,58.2656,4,-2.90930719
4.974999905,27,38,65,65,58.2656,4,-2.929184515
4.980000019,27,38,65,65,58.2656,4,-2.948783493
4.985000134,27,38,65,65,58.2656,4,-2.967671355
4.989999771,27,38,65,65,58.2656,4,-2.98542034
4.994999886,27,38,65,65,58.2656,4,-3.001614924
5,27,38,65,65,58.2656,4,-3.015859012
5.005000114,27,38,65,65,58.2656,4,-3.02778255
5.010000229,27,38,65,65,58.2656,4,-3.037057715
5.014999866,27,38,65,65,58.2656,4,-3.043396585
5.019999981,27,38,65,65,58.2656,4,-3.046566617
5.025000095,27,38,65,65,58.2656,4,-3.046387481
5.03000021,27,38,65,65,58.2656,4,-3.042744669
5.034999847,27,38,65,65,58.2656,4,-3.035584028
5.039999962,27,38,65,65,58.2656,4,-3.024918155
5.045000076,27,38,65,65,58.2656,4,-3.010818021
5.050000191,27,38,65,65,58.2656,4,-2.993421968
5.054999828,27,38,65,65,58.2656,4,-2.972917727
5.059999943,27,38,65,65,58.2656,4,-2.949547046
5.065000057,27,38,65,65,58.2656,4,-2.923592862
5.070000172,27,38,65,65,58.2656,4,-2.895373184
5.074999809,27,38,65,65,58.2656,4,-2.865231737
5.079999924,27,38,65,65,58.2656,4,-2.833533079
5.085000038,27,38,65,65,58.2656,4,-2.800648395
5.090000153,27,38,65,65,58.2656,4,-2.766951875
5.09499979,27,38,65,65,58.2656,4,-2.732808815
5.099999905,27,38,65,65,58.2656,4,-2.69857588
5.105000019,27,38,65,65,58.2656,4,-2.664586615
5.110000134,27,38,65,65,58.2656,4,-2.631148858
5.114999771,27,38,65,65,58.2656,4,-2.598545435
5.119999886,27,38,65,65,58.2656,4,-2.567023047
5.125,27,38,65,65,58.2656,4,-2.536796374
5.130000114,27,38,65,65,58.2656,4,-2.508040642
5.135000229,27,38,65,65,58.2656,4,-2.480894702
5.139999866,27,38,65,65,58.2656,4,-2.455462325
5.144999981,27,38,65,65,58.2656,4,-2.43180621
5.150000095,27,38,65,65,58.2656,4,-2.409955635
5.15500021,27,38,65,65,58.2656,4,-2.389905639
5.159999847,27,38,65,65,58.2656,4,-2.371620051
5.164999962,27,38,65,65,58.2656,4,-2.355032998
5.170000076,27,38,65,65,58.2656,4,-2.340051258
5.175000191,27,38,65,65,58.2656,4,-2.326561353
5.179999828,27,38,65,65,58.2656,4,-2.314427345
5.184999943,27,38,65,65,58.2656,4,-2.303502615
5.190000057,27,38,65,65,58.2656,4,-2.293625725
5.195000172,27,38,65,65,58.2656,4,-2.284628968
5.199999809,27,38,65,65,58.2656,4,-2.276344249
5.204999924,27,38,65,65,58.2656,4,-2.268600885
5.210000038,27,38,65,65,58.2656,4,-2.261234678
5.215000153,27,38,65,65,58.2656,4,-2.254091563
5.21999979,27,38,65,65,58.2656,4,-2.247028167
5.224999905,27,38,65,65,58.2656,4,-2.239914123
5.230000019,27,38,65,65,58.2656,4,-2.232642628
5.235000134,27,38,65,65,58.2656,4,-2.225121313
5.239999771,27,38,65,65,58.2656,4,-2.217281046
5.244999886,27,38,65,65,58.2656,4,-2.209073486
5.25,27,38,65,65,58.2656,4,-2.200475978
5.255000114,27,38,65,65,58.2656,4,-2.19148114
5.260000229,27,38,65,65,58.2656,4,-2.182112196
5.264999866,27,38,65,65,58.2656,4,-2.172401776
5.269999981,27,38,65,65,58.2656,4,-2.162409107
5.275000095,27,38,65,65,58.2656,4,-2.152200947
5.28000021,27,38,65,65,58.2656,4,-2.141862335
5.284999847,27,38,65,65,58.2656,4,-2.131485651
5.289999962,27,38,65,65,58.2656,4,-2.121167956
5.295000076,27,38,65,65,58.2656,4,-2.111015667
5.300000191,27,38,65,65,58.2656,4,-2.101125955
5.304999828,27,38,65,65,58.2656,4,-2.091604326
5.309999943,27,38,65,65,58.2656,4,-2.08254375
5.315000057,27,38,65,65,58.2656,4,-2.074026662
5.320000172,27,38,65,65,58.2656,4,-2.066135349
5.324999809,27,38,65,65,58.2656,4,-2.058928055
5.329999924,27,38,65,65,58.2656,4,-2.052456489
5.335000038,27,38,65,65,58.2656,4,-2.04675739
5.340000153,27,38,65,65,58.2656,4,-2.041844526
5.34499979,27,38,65,65,58.2656,4,-2.037723638
5.349999905,27,38,65,65,58.2656,4,-2.034380721
5.355000019,27,38,65,65,58.2656,4,-2.031786667
5.360000134,27,38,65,65,58.2656,4,-2.029896034
5.364999771,27,38,65,65,58.2656,4,-2.028648187
5.369999886,27,38,65,65,58.2656,4,-2.027977498
5.375,27,38,65,65,58.2656,4,-2.02779951
5.380000114,27,38,65,65,58.2656,4,-2.028026822
5.385000229,27,38,65,65,58.2656,4,-2.028562443
5.389999866,27,38,65,65,58.2656,4,-2.029308782
5.394999981,27,38,65,65,58.2656,4,-2.030167888
5.400000095,27,38,65,65,58.2656,4,-2.031036851
5.40500021,27,38,65,65,58.2656,4,-2.031821223
5.409999847,27,38,65,65,58.2656,4,-2.032435736
5.414999962,27,38,65,65,58.2656,4,-2.03279716
5.420000076,27,38,65,65,58.2656,4,-2.03283567
5.425000191,27,38,65,65,58.2656,4,-2.032496038
5.429999828,27,38,65,65,58.2656,4,-2.031730674
5.434999943,27,38,65,65,58.2656,4,-2.030512439
5.440000057,27,38,65,65,58.2656,4,-2.02882555
5.445000172,27,38,65,65,58.2656,4,-2.026670693
5.449999809,27,38,65,65,58.2656,4,-2.024064044
5.454999924,27,38,65,65,58.2656,4,-2.021035117
5.460000038,27,38,65,65,58.2656,4,-2.017629252
5.465000153,27,38,65,65,58.2656,4,-2.013899612
5.46999979,27,38,65,65,58.2656,4,-2.009914176
5.474999905,27,38,65,65,58.2656,4,-2.005746279
5.480000019,27,38,65,65,58.2656,4,-2.001479631
5.485000134,27,38,65,65,58.2656,4,-1.997195206
5.489999771,27,38,65,65,58.2656,4,-1.992983666
5.494999886,27,38,65,65,58.2656,4,-1.988931996
5.5,27,38,65,65,58.2656,4,-1.985121035
5.505000114,27,38,65,65,58.2656,4,-1.98163326
5.510000229,27,38,65,65,58.2656,4,-1.978539389
5.514999866,27,38,65,65,58.2656,4,-1.975904826
5.519999981,27,38,65,65,58.2656,4,-1.973783501
5.525000095,27,38,65,65,58.2656,4,-1.972218495
5.53000021,27,38,65,65,58.2656,4,-1.971240125
5.534999847,27,38,65,65,58.2656,4,-1.970865481
5.539999962,27,38,65,65,58.2656,4,-1.971100502
5.545000076,27,38,65,65,58.2656,4,-1.971934464
5.550000191,27,38,65,65,58.2656,4,-1.973347321
5.554999828,27,38,65,65,58.2656,4,-1.975305459
5.559999943,27,38,65,65,58.2656,4,-1.977762782
5.565000057,27,38,65,65,58.2656,4,-1.980664701
5.570000172,27,38,65,65,58.2656,4,-1.983946401
5.574999809,27,38,65,65,58.2656,4,-1.987538812
5.579999924,27,38,65,65,58.2656,4,-1.991363131
5.585000038,27,38,65,65,58.2656,4,-1.995341755
5.590000153,27,38,65,65,58.2656,4,-1.999392643
5.59499979,27,38,65,65,58.2656,4,-2.003436615
5.599999905,27,38,65,65,58.2656,4,-2.007396683
5.605000019,27,38,65,65,58.2656,4,-2.011200668
5.610000134,27,38,65,65,58.2656,4,-2.01478402
5.614999771,27,38,65,65,58.2656,4,-2.018089555
5.619999886,27,38,65,65,58.2656,4,-2.021069829
5.625,27,38,65,65,58.2656,4,-2.023691931
5.630000114,27,38,65,65,58.2656,4,-2.025930718
5.635000229,27,38,65,65,58.2656,4,-2.027775184
5.639999866,27,38,65,65,58.2656,4,-2.029230523
5.644999981,27,38,65,65,58.2656,4,-2.030309368
5.650000095,27,38,65,65,58.2656,4,-2.031041701
5.65500021,27,38,65,65,58.2656,4,-2.031465255
5.659999847,27,38,65,65,58.2656,4,-2.031634055
5.664999962,27,38,65,65,58.2656,4,-2.031603104
5.670000076,27,38,65,65,58.2656,4,-2.031444034
5.675000191,27,38,65,65,58.2656,4,-2.031230064
5.679999828,27,38,65,65,58.2656,4,-2.031037843
5.684999943,27,38,65,65,58.2656,4,-2.030949187
5.690000057,27,38,65,65,58.2656,4,-2.031044884
5.695000172,27,38,65,65,58.2656,4,-2.03140395
5.699999809,27,38,65,65,58.2656,4,-2.032103227
5.704999924,27,38,65,65,58.2656,4,-2.033212054
5.710000038,27,38,65,65,58.2656,4,-2.03479636
5.715000153,27,38,65,65,58.2656,4,-2.036909244
5.71999979,27,38,65,65,58.2656,4,-2.039601625
5.724999905,27,38,65,65,58.2656,4,-2.042905054
5.730000019,27,38,65,65,58.2656,4,-2.046846667
5.735000134,27,38,65,65,58.2656,4,-2.051438833
5.739999771,27,38,65,65,58.2656,4,-2.056684562
5.744999886,27,38,65,65,58.2656,4,-2.062572027
5.75,27,38,65,65,58.2656,4,-2.069082307
5.755000114,27,38,65,65,58.2656,4,-2.0761844
5.760000229,27,38,65,65,58.2656,4,-2.083836375
5.764999866,27,38,65,65,58.2656,4,-2.091988694
5.769999981,27,38,65,65,58.2656,4,-2.100582843
5.775000095,27,38,65,65,58.2656,4,-2.109560913
5.78000021,27,38,65,65,58.2656,4,-2.118854378
5.784999847,27,38,65,65,58.2656,4,-2.128393963
5.789999962,27,38,65,65,58.2656,4,-2.138112581
5.795000076,27,38,65,65,58.2656,4,-2.14794323
5.800000191,27,38,65,65,58.2656,4,-2.157821452
5.804999828,27,38,65,65,58.2656,4,-2.16769193
5.809999943,27,38,65,65,58.2656,4,-2.177497658
5.815000057,27,38,65,65,58.2656,4,-2.187198982
5.820000172,27,38,65,65,58.2656,4,-2.196760345
5.824999809,27,38,65,65,58.2656,4,-2.206160738
5.829999924,27,38,65,65,58.2656,4,-2.215384081
5.835000038,27,38,65,65,58.2656,4,-2.224435047
5.840000153,27,38,65,65,58.2656,4,-2.233324713
5.84499979,27,38,65,65,58.2656,4,-2.242077541
5.849999905,27,38,65,65,58.2656,4,-2.250729158
5.855000019,27,38,65,65,58.2656,4,-2.259326279
5.860000134,27,38,65,65,58.2656,4,-2.267930255
5.864999771,27,38,65,65,58.2656,4,-2.276603155
5.869999886,27,38,65,65,58.2656,4,-2.285425894
5.875,27,38,65,65,58.2656,4,-2.294473584
5.880000114,27,38,65,65,58.2656,4,-2.30383874
5.885000229,27,38,65,65,58.2656,4,-2.313605286
5.889999866,27,38,65,65,58.2656,4,-2.323866803
5.894999981,27,38,65,65,58.2656,4,-2.33471249
5.900000095,27,38,65,65,58.2656,4,-2.346231678
5.90500021,27,38,65,65,58.2656,4,-2.35851306
5.909999847,27,38,65,65,58.2656,4,-2.371632336
5.914999962,27,38,65,65,58.2656,4,-2.385668906
5.920000076,27,38,65,65,58.2656,4,-2.400686259
5.925000191,27,38,65,65,58.2656,4,-2.416745586
5.929999828,27,38,65,65,58.2656,4,-2.43389909
5.934999943,27,38,65,65,58.2656,4,-2.452187196
5.940000057,27,38,65,65,58.2656,4,-2.471643968
5.945000172,27,38,65,65,58.2656,4,-2.492290233
5.949999809,27,38,65,65,58.2656,4,-2.514141289
5.954999924,27,38,65,65,58.2656,4,-2.537203504
5.960000038,27,38,65,65,58.2656,4,-2.561474084
5.965000153,27,38,65,65,58.2656,4,-2.586942281
5.96999979,27,38,65,65,58.2656,4,-2.6135943
5.974999905,27,38,65,65,58.2656,4,-2.641409573
5.980000019,27,38,65,65,58.2656,4,-2.670364075
5.985000134,27,38,65,65,58.2656,4,-2.700432548
5.989999771,27,38,65,65,58.2656,4,-2.731591814
5.994999886,27,38,65,65,58.2656,4,-2.763816584
6,27,38,65,65,58.2656,4,-2.79708728
6.005000114,27,38,65,65,58.2656,4,-2.831389566
6.010000229,27,38,65,65,58.2656,4,-2.86671575
6.014999866,27,38,65,65,58.2656,4,-2.903065303
6.019999981,27,38,65,65,58.2656,4,-2.940449478
6.025000095,27,38,65,65,58.2656,4,-2.978891217
6.03000021,27,38,65,65,58.2656,4,-3.018424598
6.034999847,27,38,65,65,58.2656,4,-3.059101312
6.039999962,27,38,65,65,58.2656,4,-3.1009845
6.045000076,27,38,65,65,58.2656,4,-3.144158796
6.050000191,27,38,65,65,58.2656,4,-3.188720791
6.054999828,27,38,65,65,58.2656,4,-3.234784953
6.059999943,27,38,65,65,58.2656,4,-3.282486171
6.065000057,27,38,65,65,58.2656,4,-3.331977398
6.070000172,27,38,65,65,58.2656,4,-3.383428199
6.074999809,27,38,65,65,58.2656,4,-3.437025039
6.079999924,27,38,65,65,58.2656,4,-3.492974086
6.085000038,27,38,65,65,58.2656,4,-3.551499492
6.090000153,27,38,65,65,58.2656,4,-3.612839363
6.09499979,27,38,65,65,58.2656,4,-3.677254299
6.099999905,27,38,65,65,58.2656,4,-3.745019024
6.105000019,27,38,65,65,58.2656,4,-3.816425555
6.110000134,27,38,65,65,58.2656,4,-3.891782271
6.114999771,27,38,65,65,58.2656,4,-3.97141336
6.119999886,27,38,65,65,58.2656,4,-4.055663497
6.125,27,38,65,65,58.2656,4,-4.144895078
6.130000114,27,38,65,65,58.2656,4,-4.239483918
6.135000229,27,38,65,65,58.2656,4,-4.339832076
6.139999866,27,38,65,65,58.2656,4,-4.44635587
6.144999981,27,38,65,65,58.2656,4,-4.559501697
6.150000095,27,38,65,65,58.2656,4,-4.67973349
6.15500021,27,38,65,65,58.2656,4,-4.807544656
6.159999847,27,38,65,65,58.2656,4,-4.943457172
6.164999962,27,38,65,65,58.2656,4,-5.088029034
6.170000076,27,38,65,65,58.2656,4,-5.241852034
6.175000191,27,38,65,65,58.2656,4,-5.405560545
6.179999828,27,38,65,65,58.2656,4,-5.579837068
6.184999943,27,38,65,65,58.2656,4,-5.765418126
6.190000057,27,38,65,65,58.2656,4,-5.963100993
6.195000172,27,38,65,65,58.2656,4,-6.173750655
6.199999809,27,38,65,65,58.2656,4,-6.398319911
6.204999924,27,38,65,65,58.2656,4,-6.637846345
6.210000038,27,38,65,65,58.2656,4,-6.893488456
6.215000153,27,38,65,65,58.2656,4,-7.166520237
6.21999979,27,38,65,65,58.2656,4,-7.458375448
6.224999905,27,38,65,65,58.2656,4,-7.770661751
6.230000019,27,38,65,65,58.2656,4,-8.105197518
6.235000134,27,38,65,65,58.2656,4,-8.46406009
6.239999771,27,38,65,65,58.2656,4,-8.849635495
6.244999886,27,38,65,65,58.2656,4,-9.264683055
6.25,27,38,65,65,58.2656,4,-9.712434139
6.255000114,27,38,65,65,58.2656,4,-10.19670297
6.260000229,27,38,65,65,58.2656,4,-10.72204449
6.264999866,27,38,65,65,58.2656,4,-11.29396423
6.269999981,27,38,65,65,58.2656,4,-11.91920854
6.275000095,27,38,65,65,58.2656,4,-12.60617914
6.28000021,27,38,65,65,58.2656,4,-13.36551484
6.284999847,27,38,65,65,58.2656,4,-14.21097469
6.289999962,27,38,65,65,58.2656,4,-15.1607722
6.295000076,27,38,65,65,58.2656,4,-16.23968489
6.300000191,27,38,65,65,58.2656,4,-17.48251769
6.304999828,27,38,65,65,58.2656,4,-18.93997721
6.309999943,27,38,65,65,58.2656,4,-20.68892223
6.315000057,27,38,65,65,58.2656,4,-22.84938293
6.320000172,27,38,65,65,58.2656,4,-25.60011404
6.324999809,27,38,65,65,58.2656,4,-29.04322648
6.329999924,27,38,65,65,58.2656,4,-31.69631452
6.335000038,27,38,65,65,58.2656,4,-29.79033214
6.340000153,27,38,65,65,58.2656,4,-26.26520089
6.34499979,27,38,65,65,58.2656,4,-23.36378756
6.349999905,27,38,65,65,58.2656,4,-21.09430477
6.355000019,27,38,65,65,58.2656,4,-19.26940719
6.360000134,27,38,65,65,58.2656,4,-17.75744601
6.364999771,27,38,65,65,58.2656,4,-16.47427499
6.369999886,27,38,65,65,58.2656,4,-15.36484656
6.375,27,38,65,65,58.2656,4,-14.39171162
6.380000114,27,38,65,65,58.2656,4,-13.52843071
6.385000229,27,38,65,65,58.2656,4,-12.75570886
6.389999866,27,38,65,65,58.2656,4,-12.05906306
6.394999981,27,38,65,65,58.2656,4,-11.42735311
6.400000095,27,38,65,65,58.2656,4,-10.85182935
6.40500021,27,38,65,65,58.2656,4,-10.32549021
6.409999847,27,38,65,65,58.2656,4,-9.842640375
6.414999962,27,38,65,65,58.2656,4,-9.398574797
6.420000076,27,38,65,65,58.2656,4,-8.989358996
6.425000191,27,38,65,65,58.2656,4,-8.611656447
6.429999828,27,38,65,65,58.2656,4,-8.262606803
6.434999943,27,38,65,65,58.2656,4,-7.939727521
6.440000057,27,38,65,65,58.2656,4,-7.640848022
6.445000172,27,38,65,65,58.2656,4,-7.36404353
6.449999809,27,38,65,65,58.2656,4,-7.107591726
6.454999924,27,38,65,65,58.2656,4,-6.869942554
6.460000038,27,38,65,65,58.2656,4,-6.649681088
6.465000153,27,38,65,65,58.2656,4,-6.445512082
6.46999979,27,38,65,65,58.2656,4,-6.25623228
6.474999905,27,38,65,65,58.2656,4,-6.080723589
6.480000019,27,38,65,65,58.2656,4,-5.917939104
6.485000134,27,38,65,65,58.2656,4,-5.766889637
6.489999771,27,38,65,65,58.2656,4,-5.626637885
6.494999886,27,38,65,65,58.2656,4,-5.4962952
6.5,27,38,65,65,58.2656,4,-5.375017263
6.505000114,27,38,65,65,58.2656,4,-5.262000231
6.510000229,27,38,65,65,58.2656,4,-5.156477538
6.514999866,27,38,65,65,58.2656,4,-5.057723764
6.519999981,27,38,65,65,58.2656,4,-4.965051618
6.525000095,27,38,65,65,58.2656,4,-4.877817113
6.53000021,27,38,65,65,58.2656,4,-4.795419649
6.534999847,27,38,65,65,58.2656,4,-4.717297901
6.539999962,27,38,65,65,58.2656,4,-4.64294396
6.545000076,27,38,65,65,58.2656,4,-4.571893425
6.550000191,27,38,65,65,58.2656,4,-4.503739629
6.554999828,27,38,65,65,58.2656,4,-4.438123524
6.559999943,27,38,65,65,58.2656,4,-4.374738432
6.565000057,27,38,65,65,58.2656,4,-4.313337609
6.570000172,27,38,65,65,58.2656,4,-4.253723835
6.574999809,27,38,65,65,58.2656,4,-4.195752963
6.579999924,27,38,65,65,58.2656,4,-4.13932821
6.585000038,27,38,65,65,58.2656,4,-4.084406268
6.590000153,27,38,65,65,58.2656,4,-4.030979563
6.59499979,27,38,65,65,58.2656,4,-3.979083838
6.599999905,27,38,65,65,58.2656,4,-3.928788679
6.605000019,27,38,65,65,58.2656,4,-3.880187621
6.610000134,27,38,65,65,58.2656,4,-3.83340232
6.614999771,27,38,65,65,58.2656,4,-3.788565623
6.619999886,27,38,65,65,58.2656,4,-3.745824664
6.625,27,38,65,65,58.2656,4,-3.705329422
6.630000114,27,38,65,65,58.2656,4,-3.667227087
6.635000229,27,38,65,65,58.2656,4,-3.631659863
6.639999866,27,38,65,65,58.2656,4,-3.598757868
6.644999981,27,38,65,65,58.2656,4,-3.56863248
6.650000095,27,38,65,65,58.2656,4,-3.541378626
6.65500021,27,38,65,65,58.2656,4,-3.517065041
6.659999847,27,38,65,65,58.2656,4,-3.495732358
6.664999962,27,38,65,65,58.2656,4,-3.477393732
6.670000076,27,38,65,65,58.2656,4,-3.462031397
6.675000191,27,38,65,65,58.2656,4,-3.449596758
6.679999828,27,38,65,65,58.2656,4,-3.440006084
6.684999943,27,38,65,65,58.2656,4,-3.433143255
6.690000057,27,38,65,65,58.2656,4,-3.428866031
6.695000172,27,38,65,65,58.2656,4,-3.426997179
6.699999809,27,38,65,65,58.2656,4,-3.427336661
6.704999924,27,38,65,65,58.2656,4,-3.429656755
6.710000038,27,38,65,65,58.2656,4,-3.43371245
6.715000153,27,38,65,65,58.2656,4,-3.439239939
6.71999979,27,38,65,65,58.2656,4,-3.445966694
6.724999905,27,38,65,65,58.2656,4,-3.453611409
6.730000019,27,38,65,65,58.2656,4,-3.461894301
6.735000134,27,38,65,65,58.2656,4,-3.470542158
6.739999771,27,38,65,65,58.2656,4,-3.479291876
6.744999886,27,38,65,65,58.2656,4,-3.487900038
6.75,27,38,65,65,58.2656,4,-3.496145909
6.755000114,27,38,65,65,58.2656,4,-3.503841119
6.760000229,27,38,65,65,58.2656,4,-3.510828668
6.764999866,27,38,65,65,58.2656,4,-3.516992182
6.769999981,27,38,65,65,58.2656,4,-3.522257308
6.775000095,27,38,65,65,58.2656,4,-3.526592315
6.78000021,27,38,65,65,58.2656,4,-3.530012167
6.784999847,27,38,65,65,58.2656,4,-3.532576482
6.789999962,27,38,65,65,58.2656,4,-3.534384619
6.795000076,27,38,65,65,58.2656,4,-3.535580497
6.800000191,27,38,65,65,58.2656,4,-3.536347763
6.804999828,27,38,65,65,58.2656,4,-3.536892085
6.809999943,27,38,65,65,58.2656,4,-3.537456085
6.815000057,27,38,65,65,58.2656,4,-3.538298971
6.820000172,27,38,65,65,58.2656,4,-3.539693296
6.824999809,27,38,65,65,58.2656,4,-3.541922961
6.829999924,27,38,65,65,58.2656,4,-3.545269396
6.835000038,27,38,65,65,58.2656,4,-3.550013718
6.840000153,27,38,65,65,58.2656,4,-3.556420342
6.84499979,27,38,65,65,58.2656,4,-3.564738976
6.849999905,27,38,65,65,58.2656,4,-3.575199076
6.855000019,27,38,65,65,58.2656,4,-3.587998651
6.860000134,27,38,65,65,58.2656,4,-3.603306706
6.864999771,27,38,65,65,58.2656,4,-3.621258253
6.869999886,27,38,65,65,58.2656,4,-3.641948113
6.875,27,38,65,65,58.2656,4,-3.665433328
6.880000114,27,38,65,65,58.2656,4,-3.691730258
6.885000229,27,38,65,65,58.2656,4,-3.720811735
6.889999866,27,38,65,65,58.2656,4,-3.752608668
6.894999981,27,38,65,65,58.2656,4,-3.787014221
6.900000095,27,38,65,65,58.2656,4,-3.823878711
6.90500021,27,38,65,65,58.2656,4,-3.863020201
6.909999847,27,38,65,65,58.2656,4,-3.904220878
6.914999962,27,38,65,65,58.2656,4,-3.94723705
6.920000076,27,38,65,65,58.2656,4,-3.991795417
6.925000191,27,38,65,65,58.2656,4,-4.037615098
6.929999828,27,38,65,65,58.2656,4,-4.084394462
6.934999943,27,38,65,65,58.2656,4,-4.131833446
6.940000057,27,38,65,65,58.2656,4,-4.179634298
6.945000172,27,38,65,65,58.2656,4,-4.227512294
